,WOB Verzoek,Onderwerp,Datum van binnenkomst,Datum van antwoord,"Aantal dagen 
in behandeling","Binnen de 
termijn afgehandeld",Omvang document (aantal pagina's),Volledig verstrekte documenten,Deels verstrekte documenten,Niet verstrekte documenten,"Aantal overwogen 
documenten","Aantal dagen nodig 
gehad per document",Soort aanvraag,Bijzonderheden,URL,Ministerie
64,95,"Diertellingen locatie Drielse Veldweg 1, Velddriel uit het I&R-systeem",2021-04-05,2021-05-27,52,Ja,11.0,1 overzicht,,,1.0,52.0,"Verzoek om informatie over diertellingen uit het I&R-systeem van de locatie Drielse Veldweg 1, Velddriel",,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/05/27/besluit-op-wob-verzoek-over-diertellingen-locatie-drielse-veldweg-1-velddriel-uit-het-ir-systeem,LNV
65,89,Aantal geregistreerde dieren op locatie te Velddriel,2021-04-05,2021-06-01,57,Nee,11.0,1 overzicht,,,1.0,57.0,"Verzoek om informatie over het aantal geregistreerde dieren per maand, per categorie met RAV-code in de categorieën A (Rundvee) en C (Geiten) van een locatie te Velddriel over de periode 1 januari 2014 tot en met heden",,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/06/01/besluit-op-wob-verzoek-over-aantal-geregistreerde-dieren-op-locatie-te-velddriel,LNV
66,46,Melding handhaving dierenwelzijn,2021-03-20,2021-08-09,142,Nee,11.0,,"2 meldingen
1 mail(wisseling)",,3.0,47.333333333333336,"Verzoek om informatie over een melding handhaving dierenwelzijn, die bij de NVWA geregistreerd staat onder zaaknummer 927963.00",,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/08/09/besluit-op-wob-verzoek-over-melding-handhaving-dierenwelzijn,LNV
67,10,Melding ernstig voedselveiligheidsincident aan schemabeheerder,2020-12-16,2021-10-14,302,Nee,11.0,,3 mail(wisselingen),,3.0,100.66666666666667,Verzoek om informatie over een melding van een ernstig voedselveiligheidsincident aan een schemabeheerder,Inventarislijst ontbreekt,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/10/14/besluit-op-wob-verzoek-over-melding-ernstig-voedselveiligheidsincident-aan-schemabeheerder,LNV
68,204,Diertellingen Eindhovensebaan,2020-10-26,2020-12-10,45,Ja,11.0,1 overzicht,,,1.0,45.0,"Verzoek om informatie over diertellingen van de locatie Eindhovensebaan 6, 6031 NB te Nederweert, over de periode 2001 tot en met heden",,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/12/10/besluit-op-wob-verzoek-diertellingen-eindhovensebaan,LNV
69,86,Huur externe ruimtes door NVWA,2020-09-20,2021-06-03,256,Nee,11.0,,1 overzicht,,1.0,256.0,Verzoek om informatie over de huur van externe (vergader)ruimtes door ambtenaren van de Nederlandse Voedsel- en Warenautoriteit (NVWA) in de periode 1 januari - 20 september 2020,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/06/03/besluit-wob-verzoek-huur-externe-ruimtes-door-nvwa,LNV
70,26,Aan- en afgevoerde mest van het adres Alte Picardiekanaal 24 te Coevorden,2021-07-15,2021-09-20,67,Nee,12.0,1 overzicht,,,1.0,67.0,Verzoek om informatie over aan- en afgevoerde mest van het adres Alte Picardiekanaal 24 te Coevorden in de periode 2019 tot en met 19 september 2021,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/09/20/besluit-op-wob-verzoek-over-aan--en-afgevoerde-mest-van-het-adres-alte-picardiekanaal-24-te-coevorden,LNV
71,141,Meitellingen Deurne,2021-02-15,2021-03-10,23,Ja,12.0,1 overzicht,,,1.0,23.0,Verzoek om documenten over de meitellingen van een adres in Deurne over de periode 1995 tot nu,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/10/besluit-wob-verzoek-meitellingen-deurne,LNV
72,96,Olifant Buba en zebra Smiley,2021-01-07,2021-05-27,140,Nee,12.0,"1 notitie
7 afbeeldingen","6 brieven
8 mail(wisselingen)
1 notitie
1 nota
1 verslag
1 aanvraag
1 besluit","Niet verstrekt want reeds openbaar:
1 besluit
2 nota's
1 mail(wisseling)
1 motie
1 ontheffing

Niet verstrekt op grond van WOB:
1 mail(wisseling)
1 rapport",35.0,4.0,Verzoek om informatie over olifant Buba en zebra Smiley,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/05/27/besluit-op-wob-verzoek-over-olifant-buba-en-zebra-smiley,LNV
73,103,2 veterinaire verklaringen,2020-11-03,2021-05-17,195,Nee,12.0,1 overzicht,2 verklaringen,"Niet verstrekt want reeds openbaar:
2 wetenschappelijke artikelen",5.0,39.0,"Verzoek om informatie over over 2 in een rechterlijke uitspraak genoemde veterinaire verklaringen, die door een wederpartij van de NVWA in een beroepsprocedure zijn ingebracht",,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/05/17/besluit-op-wob-verzoek-over-2-veterinaire-verklaringen,LNV
74,76,Welzijnsschendingen in varkensstallen,2020-08-04,2021-06-22,322,Nee,12.0,,,,30.0,10.733333333333333,Verzoek om informatie over welzijnsschendingen in varkensstallen,Inventarislijst ontbreekt,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/06/22/besluit-op-wob-verzoek-over-welzijnsschendingen-in-varkensstallen,LNV
75,62,Een varkenshouderij,2020-02-20,2021-07-09,505,Nee,12.0,,,,132.0,3.8257575757575757,"Verzoek om informatie over een bepaalde varkenshouder, gevestigd op verschillende locaties in Nederland",,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/09/besluit-op-wob-verzoek-over-een-varkenshouderij,LNV
76,157,Inspectie na klacht over cosmeticaproduct,2020-12-09,2021-02-22,75,Nee,13.0,,1 klacht,,1.0,75.0,Verzoek om informatie over wie een klacht heeft ingediend over een cosmeticaproduct,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/02/22/besluit-op-wob-verzoek-over-inspectie-na-klacht-over-cosmeticaproduct,LNV
77,183,NSW-rangschikking landgoed Dijnselburg,2020-11-18,2021-01-25,68,Nee,13.0,,1 beschikking,,1.0,68.0,Verzoek om informatie over de publieke openstelling van het landgoed  Dijnselburg (gemeente Zeist),,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/01/25/wob-besluit-inzake-verzoek-om-informatie-over-nsw-rangschikking-landgoed-dijnselburg,LNV
78,125,Specifieke klachten van pupkopers,2020-10-22,2021-04-02,162,Nee,13.0,,3 klachten,"Niet verstrekt op grond van WOB:
1 klacht",4.0,40.5,Verzoek om informatie over specifieke klachten die de afgelopen 10 jaar zijn binnengekomen bij de Nederlandse Voedsel- en Warenautoriteit (NVWA),,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/04/02/besluit-op-wob-verzoek-over-specifieke-klachten-van-pup-kopers,LNV
79,188,Dieraantallen,2020-10-12,2021-01-08,88,Nee,13.0,2 overzichten,,,2.0,44.0,Verzoek om informatie over het aantal geregistreerde geiten per maand per categorie in de periode 1 januari 2015 tot en met 2020 op twee stallen,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/01/08/besluit-wob-verzoek-om-informatie-over-dieraantallen,LNV
80,6,Voortgang onderzoek van handhavingsverzoek tegen slachthuis,2021-07-04,2021-10-22,110,Nee,14.0,,2 brieven,,2.0,55.0,Verzoek om informatie over over de voortgang van het onderzoek naar aanleiding van een handhavingsverzoek gericht tegen een slachthuis,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/10/22/besluit-op-wob-verzoek-over-voortgang-onderzoek-van-handhavingsverzoek-tegen-slachthuis,LNV
81,69,CITES WA advies over Trioceros fuelleborni,2021-06-19,2021-06-30,11,Ja,14.0,,1 overzicht,,1.0,11.0,Verzoek om informatie over CITES WA advies ten aanzien van Trioceros fuelleborni,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/06/30/besluit-op-wob-verzoek-over-cites-wa-advies-over-trioceros-fuelleborni,LNV
82,77,CITES-adviezen Uroplatus alluaudi,2021-06-05,2021-06-21,16,Ja,14.0,,5 adviezen,,5.0,3.2,Verzoek om informatie over alle adviezen van de Wetenschappelijke Autoriteit CITES over de soort Uroplatus alluaudi in de periode 2015 tot en met 2021,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/06/21/besluit-wob-verzoek-cites-adviezen-uroplatus-alluaudi,LNV
83,94,"Diertellingen locatie Molenstraat 37 te Hurwenen en H.C. de 
Jonghweg 2 te Rossum (Gld.)",2021-04-02,2021-05-27,55,Ja,14.0,2 overzichten,,,2.0,27.5,Verzoek om informatie over diertellingen van de locatie Molenstraat 37 te Hurwenen en H.C. de Jonghweg 2 te Rossum (Gld.) uit het I&R-systeem,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/05/27/besluit-op-wob-verzoek-over-diertellingen-van-de-locatie-molenstraat-37-te-hurwenen-en-h.c.-de-jonghweg-2-te-rossum-gld,LNV
84,97,Diertellingen locaties te Hurwenen en te Rossum,2021-04-02,2021-05-27,55,Ja,14.0,2 overzichten,,,2.0,27.5,"Verzoek om informatie over diertellingen van locaties te Hurwenen en te Rossum (Gld.), specifiek het aantal geregistreerde geiten per drie afzonderlijke leeftijdscategorieën",,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/05/27/besluit-op-wob-verzoek-over-diertellingen-locaties-te-hurwenen-en-te-rossum,LNV
85,106,Inspectie bij zorgverlener,2021-02-14,2021-05-10,85,Nee,14.0,,"1 bevindingen
1 waarschuwing",,2.0,42.5,Verzoek om informatie over een het rapport van de inspectie die bij een zorgverlener heeft plaatsgevonden en de passende maatregel met betrekking tot de tekortkoming die bij deze inspectie is geconstateerd,Inventarislijst ontbreekt,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/05/10/besluit-op-wob-verzoek-over-inspectie-bij-zorgverlener,LNV
86,212,Diergegevens Sondel,2020-09-28,2020-12-03,66,Nee,14.0,2 overzichten,,,2.0,33.0,Verzoek om documenten over diergegevens (meitellingen) over de periode 1989 tot en met nu van een adres in Sondel,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/12/03/besluit-wob-verzoek-diergegevens-sondel,LNV
87,215,"Melding van gebruik chemische bestrijdingsmiddelen op een perceel 
bieten",2020-07-30,2020-12-02,125,Nee,14.0,,"1 verslag
2 rapporten","Niet verstrekt op grond van WOB:
1 rapport",4.0,31.25,Verzoek om informatie over een melding van gebruik van chemische bestrijdingsmiddelen op een perceel bieten,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/12/02/besluit-op-wob-verzoek-over-een-melding-van-gebruik-chemische-bestrijdingsmiddelen-op-een-perceel-bieten,LNV
88,127,UBN-geregistreerde hondenfokkers,2021-03-09,2021-03-31,22,Ja,15.0,,1 lijst,,1.0,22.0,Verzoek om een lijst van UBN-geregistreerde hondenfokkers in Nederland,Verzoek beantwoord in een samengesteld document,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/31/besluit-wob-verzoek-ubn-geregistreerde-hondenfokkers,LNV
89,189,Perceelgebruik Loppersum 2020,2020-10-22,2021-01-06,76,Nee,15.0,6 kadasters,,,6.0,12.666666666666666,"Verzoek om informatie over wie de percelen met kadastrale nummers Loppersum F13, F14, F1460, F1461 en F1463 in gebruik heeft in het jaar 2020",,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/01/06/besluit-op-wob-verzoek-over-perceelgebruik-loppersum-2020,LNV
90,158,Proces-verbaal en een specifieke getuige verklaring over de herkomst van een deel van de aardappelen,2020-09-09,2021-02-22,166,Nee,15.0,,1 proces verbaal,,1.0,166.0,Verzoek om informatie over (een deel van) een proces-verbaal en een specifieke getuige verklaring over de herkomst van een deel van de aardappelen,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/02/22/besluit-wob-verzoek-over-een-deel-van-een-proces-verbaal-en-een-specifieke-getuige-verklaring-over-de-herkomst-van-een-deel-van-de-aardappelen,LNV
91,155,Fosfaatrechten rundveehouders 2015,2019-11-26,2021-02-25,457,Nee,15.0,3 overzichten,4 overzichten,,7.0,65.28571428571429,Verzoek om informatie over de toekenning van fosfaatrechten in 2015 aan rundveehouders op basis van dieraantallen,Betreft een derde deelbesluit,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/02/25/3e-deelbesluit-wob-verzoek-fosfaatrechten-rundveehouders-2015,LNV
92,13,Invoervergunningen CITES WA/NL van Uromastyx dispar,2021-06-28,2021-10-08,102,Nee,16.0,9 vergunningen,,,9.0,11.333333333333334,Verzoek om informatie over invoervergunningen CITES WA/NL van Uromastyx dispar over de periode 2000 tot en met 2011,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/10/08/besluit-op-wob-verzoek-over-invoervergunningen-cites-wa-nl-van-uromastyx-dispar,LNV
93,82,Wob-verzoek,2021-05-03,2021-06-16,44,Ja,16.0,,"1 wob-verzoek
2 notitie
2 mail(wisselingen)
1 ontvangstbevestiging
1 brief",,7.0,6.285714285714286,Verzoek om informatie over een Wob-verzoek,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/06/16/besluit-wob-verzoek-over-wob-verzoek,LNV
94,230,Lijst van erkende kopers van melk,2020-09-01,2020-11-12,72,Nee,16.0,,1 afspraak,"Niet verstrekt want reeds openbaar:
1 regelgeving",2.0,36.0,Verzoek om informatie over de lijst van erkende kopers van melk,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/11/12/besluit-wob-besluit-over-de-lijst-van-erkende-kopers-van-melk,LNV
95,15,MOS-meldingen paarden,2021-07-15,2021-10-08,85,Nee,17.0,,1 excelsheet,,1.0,85.0,Verzoek om informatie over MOS-meldingen (meldingenondersteuningssysteem) bij paarden,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/10/08/besluit-op-wob-verzoek-over-mos-meldingen-paarden,LNV
96,40,Gebruikersgegevens percelen,2021-05-22,2021-08-19,89,Nee,17.0,,4 lijsten,,4.0,22.25,Verzoek om de gecombineerde opgave met gebruikersgegevens van een dertigtal percelen over de periode 2015-2021,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/08/19/besluit-wob-verzoek-gebruikersgegevens-percelen,LNV
97,16,Pony’s van Eemnes,2021-05-03,2021-10-07,157,Nee,17.0,,"1 uittreksel
3 mail(wisselingen)
4 afbeeldingen",,8.0,19.625,Verzoek om informatie over de pony’s van Eemnes,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/10/07/wob-verzoek-over-de-ponys-van-eemnes,LNV
98,149,Controles bij een horecabedrijf - 20-0979,2020-12-23,2021-03-03,70,Nee,17.0,,"2 bevindingen
3 lijsten
1 waarschuwing",,6.0,11.666666666666666,Verzoek om informatie over controles bij een horecabedrijf,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/03/besluit-op-wob-verzoek-over-controles-bij-een-horecabedrijf,LNV
99,47,CITES-adviezen voor Leptailurus serval,2021-06-29,2021-08-06,38,Ja,19.0,,7 adviezen,,7.0,5.428571428571429,Verzoek om informatie over adviezen van Wetenschappelijke Autoriteit (WA) CITES NL voor de soort Leptailurus serval over de periode 2015 tot en met 2021,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/08/06/besluit-op-wob-verzoek-over-cites-adviezen-voor-leptailurus-serval,LNV
100,137,Bestrijdingsmiddelengebruik ijsbaan,2020-10-02,2021-03-17,166,Nee,19.0,,"2 rapporten
1 afbeelding
1 verslag
1 waarschuwing",,5.0,33.2,Verzoek om informatie over het gebruik van gewasbeschermingsmiddelen op een ijsbaan,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/17/besluit-wob-verzoek-bestrijdingsmiddelengebruik-ijsbaan,LNV
101,203,Onderzoek ongeval kartbaan,2020-08-20,2020-12-14,116,Nee,19.0,,3 mail(wisselingen),,3.0,38.666666666666664,Verzoek om informatie over alle stukken met betrekking tot het onderzoek naar een ongeval bij een kartingsbaan,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/12/14/besluit-op-wob-verzoek-onderzoek-ongeval-kartbaan,LNV
102,206,Ongeval,2020-07-30,2020-12-08,131,Nee,19.0,,"1 algemene voorwaarden
1 verklaring
2 afbeeldingen (foto)
1 bevindingen
1 melding
1 verslag","Niet verstrekt op grond van WOB:
10 video's (film)
1 brief",18.0,7.277777777777778,Verzoek om informatie over een ongeluk bij een bedrijf,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/12/08/besluit-wob-verzoek-ongeval,LNV
103,163,Fosfaatrechten rundveehouders,2019-09-17,2021-02-12,514,Nee,20.0,13 overzichten,,,13.0,39.53846153846154,Verzoek om informatie over de toekenning van fosfaatrechten in 2015 aan rundveehouders op basis van dieraantallen,Betreft een derde deelbesluit,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/02/12/3e-deelbesluit-wob-verzoek-fosfaatrechten-rundveehouders,LNV
104,21,CITES-adviezen Saara loricata,2021-06-27,2021-09-30,95,Nee,21.0,"2 adviezen
1 formulier",,,3.0,31.666666666666668,Verzoek om informatie over alle adviezen van de Wetenschappelijke Autoriteit CITES over de soort Saara loricata (voor 2009 Uromastyx loricata) in de periode 1982 tot en met 2021,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/09/30/besluit-wob-verzoek-cites-adviezen-saara-loricata,LNV
105,102,Aantallen gehouden dieren op locaties Sint Annaland en Poortvliet,2021-03-03,2021-05-19,77,Nee,21.0,3 overzichten,,,3.0,25.666666666666668,"Verzoek om informatie over aantallen dieren zoals die blijken uit de UBN-administratie van locaties te Sint Annaland en te Poortvliet, over de periode 1994 tot en met heden",,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/05/19/besluit-op-wob-verzoek-over-aantallen-gehouden-dieren-op-locaties-sint-annaland-en-poortvliet,LNV
106,147,Diertellingen Siebengewald,2020-12-16,2021-03-04,78,Nee,21.0,,4 overzichten,,4.0,19.5,Verzoek om informatie over diertellingen (meitellingen) te Siebengewald,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/04/besluit-op-wob-verzoek-over-diertellingen-siebengewald,LNV
107,38,Diertellingen van Hoge Einderweg 3 te Putten,2021-05-11,2021-08-24,105,Nee,22.0,2 tellingen (lijsten),,,2.0,52.5,Verzoek om informatie over diertellingen (meitellingen) van locatie Hoge Einderweg 3 te Putten,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/08/25/besluit-wob-verzoek-diertellingen,LNV
108,14,Melding voedselvergiftiging,2021-05-05,2021-10-08,156,Nee,23.0,1 (scherm)afbeelding,"1 melding
3 (scherm)afbeeldingen
1 bevestiging
1 afhandeling
1 uitdraai",,8.0,19.5,Verzoek om informatie over een melding voedselvergiftiging,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/10/08/besluit-op-wob-verzoek-over-melding-voedselvergiftiging,LNV
109,44,TNG-erkenningen Pepinomozaïkvirus,2021-04-09,2021-08-13,126,Nee,23.0,,"2 checklists
1 verslag",,8.0,15.75,"Verzoek om documenten over TNG-erkenningen die betrekking hebben op besmetting van planten en zaden met Pepinomozaïkvirus, of het gebruik van vaccins, andere gewasbeschermingsmiddelen en werkzame stoffen tegen Pepinomozaïkvirus",Inventarislijst ontbreekt,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/08/13/besluit-wob-verzoek-tng-erkenningen-pepinomozaikvirus,LNV
110,177,Klacht over inflatorslang van trimvest,2020-12-22,2021-01-29,38,Ja,24.0,,"2 mail(wisselingen)
1 rapport
1 werkdocument",,4.0,9.5,Verzoek om informatie over de koppeling van een inflatorslang op een trimves,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/01/29/besluit-op-wob-verzoek-over-klacht-over-inflatorslang-van-trimvest,LNV
111,187,Diertellingen te Grevenbicht,2020-10-29,2021-01-15,78,Nee,24.0,2 overzichten,,,2.0,39.0,Verzoek om informatie over diertellingen van de locatie Heuvelsweg 8 te Grevenbicht,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/01/15/besluit-op-wob-verzoek-diertellingen-te-grevenbicht,LNV
112,214,Criteria ter handhaving Fokken met Gezelschapsdieren,2020-07-31,2020-12-03,125,Nee,24.0,1 onderzoeksvraag,"1 brief
2 projectplannen","Niet verstrekt op grond van WOB:
1 tabel
1 voorstel",6.0,20.833333333333332,Verzoek om informatie over correspondentie tussen LNV en de universiteit Utrecht over handhaving van artikel 3.4. Besluit Houdens van dieren Fokken met Gezelschapsdieren,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/12/03/besluit-wob-verzoek-over-criteria-ter-handhaving-fokken-met-gezelschapsdieren,LNV
113,53,POP3-project Mierbeek,2021-02-12,2021-07-22,160,Nee,25.0,,,"Niet verstrekt want reeds openbaar:
2 rapporten",2.0,80.0,Verzoek om informatie over subsidiebetalingen voor graafwerkzaamheden aan het POP3-project Mierbeek,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/22/besluit-wob-verzoek-pop3-project-mierbeek,LNV
